ID,Game ID,Date,Season,Minute,Opponent,Play Type,Shot Attempt,Shot Distance,Shot Outcome,xG,Number of Passes,Second Chance,Play Context,Location on Field,Outcome,Success,Win Impact,Assist Type,Final Third Entry,Play Speed,Player Involvement,Phase of Match
1339,243,2018-09-14,2019,37,Silver Hawks,Pass Sequence,No,,,0.0,6,No,Fast Break,Central outside box,Retained Possession,Yes,1,Cross,No,Slow Build-up,Striker,Middle
1340,243,2018-09-14,2019,71,Silver Hawks,Counterattack,Yes,17,On Target,0.26,1,No,Fast Break,Right wing inside box,Saved by GK,Yes,2,None,No,Slow Build-up,Winger,Late
1341,243,2018-09-14,2019,53,Silver Hawks,Pass Sequence,No,,,0.0,4,Yes,Fast Break,Left wing midfield,Retained Possession,Yes,1,Through Ball,Yes,Quick Attack,Midfielder,Middle
1342,243,2018-09-14,2019,68,Silver Hawks,Shot Attempt,Yes,23,On Target,0.2,1,No,Open Play,Right wing inside box,Saved by GK,Yes,2,Through Ball,Yes,Quick Attack,Winger,Late
1343,244,2018-09-16,2019,81,Blue Sharks,Pass Sequence,No,,,0.0,1,Yes,Set Piece,Left wing outside box,Retained Possession,Yes,1,None,Yes,Slow Build-up,Defender,Late
1344,244,2018-09-16,2019,50,Blue Sharks,Pass Sequence,No,,,0.0,1,Yes,Set Piece,Right wing midfield,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Midfielder,Middle
1345,244,2018-09-16,2019,79,Blue Sharks,Shot Attempt,Yes,5,Goal,0.68,2,Yes,Fast Break,Right wing close to box,Goal,Yes,3,Cutback,Yes,Slow Build-up,Striker,Late
1346,244,2018-09-16,2019,42,Blue Sharks,Pass Sequence,No,,,0.0,8,No,Open Play,Right wing close to box,Retained Possession,Yes,1,Cross,No,Slow Build-up,Midfielder,Middle
1347,244,2018-09-16,2019,7,Blue Sharks,Shot Attempt,Yes,12,On Target,0.18,2,No,Set Piece,Left wing close to box,Saved by GK,Yes,2,Cutback,No,Quick Attack,Striker,Early
1348,244,2018-09-16,2019,58,Blue Sharks,Counterattack,Yes,28,Saved by GK,0.16,2,Yes,Fast Break,Left wing inside box,Retained Possession,Yes,1,None,Yes,Slow Build-up,Defender,Middle
1349,245,2018-09-23,2019,7,Green Dragons,Counterattack,Yes,23,Goal,0.17,2,Yes,Set Piece,Right wing midfield,Goal,Yes,3,Cutback,Yes,Quick Attack,Midfielder,Early
1350,245,2018-09-23,2019,26,Green Dragons,Free Kick,Yes,12,Goal,0.38,2,No,Fast Break,Left wing inside box,Goal,Yes,3,Cross,No,Slow Build-up,Striker,Early
1351,245,2018-09-23,2019,60,Green Dragons,Corner,Yes,7,Saved by GK,0.4,1,Yes,Open Play,Left wing close to box,Turnover,No,-1,None,No,Quick Attack,Midfielder,Late
1352,245,2018-09-23,2019,55,Green Dragons,Counterattack,Yes,21,On Target,0.07,2,No,Set Piece,Central outside box,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Striker,Middle
1353,245,2018-09-23,2019,86,Green Dragons,Corner,Yes,14,On Target,0.18,1,Yes,Fast Break,Right wing outside box,Saved by GK,Yes,2,None,Yes,Slow Build-up,Winger,Late
1354,245,2018-09-23,2019,66,Green Dragons,Pass Sequence,No,,,0.0,2,No,Set Piece,Right wing inside box,Retained Possession,Yes,1,None,Yes,Slow Build-up,Midfielder,Late
1355,246,2018-10-01,2019,14,Purple Panthers,Free Kick,Yes,20,Goal,0.38,2,No,Fast Break,Right wing midfield,Goal,Yes,3,Cross,Yes,Quick Attack,Striker,Early
1356,246,2018-10-01,2019,21,Purple Panthers,Pass Sequence,No,,,0.0,8,Yes,Open Play,Right wing close to box,Retained Possession,Yes,1,Cross,No,Slow Build-up,Midfielder,Early
1357,246,2018-10-01,2019,74,Purple Panthers,Corner,Yes,15,Saved by GK,0.34,3,No,Open Play,Central midfield,Turnover,No,-1,Cross,Yes,Quick Attack,Winger,Late
1358,246,2018-10-01,2019,53,Purple Panthers,Pass Sequence,No,,,0.0,6,Yes,Fast Break,Left wing midfield,Retained Possession,Yes,1,None,No,Slow Build-up,Defender,Middle
1359,246,2018-10-01,2019,88,Purple Panthers,Pass Sequence,No,,,0.0,8,No,Fast Break,Central inside box,Retained Possession,Yes,1,Through Ball,No,Quick Attack,Defender,Late
1360,246,2018-10-01,2019,67,Purple Panthers,Counterattack,Yes,30,Goal,0.1,1,No,Fast Break,Left wing inside box,Goal,Yes,3,None,Yes,Quick Attack,Midfielder,Late
1361,247,2018-10-02,2019,42,Orange Tigers,Counterattack,Yes,7,Saved by GK,0.6,3,No,Open Play,Right wing outside box,Saved by GK,Yes,2,None,No,Slow Build-up,Midfielder,Middle
1362,247,2018-10-02,2019,10,Orange Tigers,Corner,Yes,25,Missed,0.06,3,Yes,Set Piece,Left wing close to box,Turnover,No,-1,Through Ball,No,Quick Attack,Winger,Early
1363,247,2018-10-02,2019,31,Orange Tigers,Free Kick,Yes,24,On Target,0.17,1,Yes,Open Play,Central inside box,Saved by GK,Yes,2,Cutback,Yes,Quick Attack,Defender,Middle
1364,247,2018-10-02,2019,77,Orange Tigers,Shot Attempt,Yes,21,On Target,0.15,2,No,Fast Break,Left wing close to box,Saved by GK,Yes,2,None,Yes,Slow Build-up,Winger,Late
1365,247,2018-10-02,2019,58,Orange Tigers,Corner,Yes,21,Saved by GK,0.19,1,No,Open Play,Right wing outside box,Turnover,No,-1,Cross,No,Slow Build-up,Defender,Middle
1366,247,2018-10-02,2019,62,Orange Tigers,Counterattack,Yes,22,Missed,0.05,3,No,Set Piece,Central midfield,Turnover,No,-1,None,Yes,Slow Build-up,Defender,Late
1367,248,2018-10-06,2019,50,Red Bulls,Corner,Yes,9,Saved by GK,0.55,3,Yes,Open Play,Right wing outside box,Turnover,No,-1,Through Ball,Yes,Slow Build-up,Striker,Middle
1368,248,2018-10-06,2019,52,Red Bulls,Counterattack,Yes,26,Missed,0.11,3,No,Open Play,Right wing close to box,Turnover,No,-1,Cutback,No,Slow Build-up,Winger,Middle
1369,248,2018-10-06,2019,88,Red Bulls,Free Kick,Yes,23,Goal,0.05,1,Yes,Set Piece,Right wing midfield,Goal,Yes,3,Cross,No,Slow Build-up,Winger,Late
1370,248,2018-10-06,2019,33,Red Bulls,Counterattack,Yes,21,Saved by GK,0.12,2,Yes,Open Play,Right wing outside box,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Winger,Middle
1371,248,2018-10-06,2019,51,Red Bulls,Counterattack,Yes,11,Goal,0.2,1,No,Open Play,Right wing close to box,Goal,Yes,3,Cutback,Yes,Slow Build-up,Defender,Middle
1372,248,2018-10-06,2019,23,Red Bulls,Shot Attempt,Yes,17,Missed,0.39,1,No,Fast Break,Left wing outside box,Turnover,No,-1,Cross,No,Slow Build-up,Striker,Early
1373,249,2018-10-12,2019,65,Black Knights,Pass Sequence,No,,,0.0,7,No,Set Piece,Central inside box,Retained Possession,Yes,1,Through Ball,No,Slow Build-up,Winger,Late
1374,249,2018-10-12,2019,3,Black Knights,Corner,Yes,15,Saved by GK,0.33,2,No,Open Play,Central inside box,Turnover,No,-1,Cutback,Yes,Quick Attack,Striker,Early
1375,249,2018-10-12,2019,62,Black Knights,Corner,Yes,20,Missed,0.11,3,No,Fast Break,Left wing outside box,Turnover,No,-1,Cutback,Yes,Quick Attack,Winger,Late
1376,249,2018-10-12,2019,27,Black Knights,Free Kick,Yes,14,Goal,0.2,2,Yes,Set Piece,Right wing outside box,Goal,Yes,3,Cross,Yes,Quick Attack,Midfielder,Early
1377,249,2018-10-12,2019,47,Black Knights,Corner,Yes,11,Saved by GK,0.24,3,Yes,Open Play,Central midfield,Saved by GK,Yes,2,Cutback,Yes,Quick Attack,Winger,Middle
1378,250,2018-10-18,2019,90,White Eagles,Pass Sequence,No,,,0.0,5,Yes,Open Play,Right wing outside box,Retained Possession,Yes,1,Cross,No,Slow Build-up,Striker,Late
1379,250,2018-10-18,2019,90,White Eagles,Corner,Yes,21,Saved by GK,0.13,3,Yes,Set Piece,Central inside box,Retained Possession,Yes,1,Cutback,Yes,Quick Attack,Winger,Late
1380,250,2018-10-18,2019,52,White Eagles,Counterattack,Yes,9,On Target,0.57,2,No,Open Play,Right wing outside box,Saved by GK,Yes,2,Through Ball,No,Slow Build-up,Winger,Middle
1381,250,2018-10-18,2019,39,White Eagles,Counterattack,Yes,9,Saved by GK,0.61,3,No,Fast Break,Right wing close to box,Retained Possession,Yes,1,Cutback,No,Slow Build-up,Winger,Middle
1382,250,2018-10-18,2019,79,White Eagles,Shot Attempt,Yes,10,Missed,0.49,3,Yes,Open Play,Central midfield,Turnover,No,-1,Cutback,Yes,Quick Attack,Striker,Late
1383,251,2018-11-14,2019,6,Yellow Jackets,Counterattack,Yes,30,On Target,0.11,1,Yes,Open Play,Left wing outside box,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Winger,Early
1384,251,2018-11-14,2019,9,Yellow Jackets,Counterattack,Yes,5,On Target,0.5,1,Yes,Fast Break,Right wing close to box,Saved by GK,Yes,2,Through Ball,Yes,Quick Attack,Winger,Early
1385,251,2018-11-14,2019,39,Yellow Jackets,Shot Attempt,Yes,21,Saved by GK,0.11,3,No,Open Play,Left wing midfield,Turnover,No,-1,Through Ball,No,Slow Build-up,Winger,Middle
1386,251,2018-11-14,2019,83,Yellow Jackets,Free Kick,Yes,9,Goal,0.44,3,Yes,Set Piece,Right wing inside box,Goal,Yes,3,Cross,Yes,Quick Attack,Midfielder,Late
1387,251,2018-11-14,2019,70,Yellow Jackets,Pass Sequence,No,,,0.0,3,Yes,Open Play,Left wing inside box,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Winger,Late
1388,252,2018-11-22,2019,8,Maroon Stallions,Free Kick,Yes,28,Goal,0.18,3,Yes,Set Piece,Right wing inside box,Goal,Yes,3,Through Ball,Yes,Quick Attack,Defender,Early
1389,252,2018-11-22,2019,45,Maroon Stallions,Pass Sequence,No,,,0.0,3,No,Set Piece,Right wing midfield,Retained Possession,Yes,1,None,No,Quick Attack,Midfielder,Middle
1390,252,2018-11-22,2019,45,Maroon Stallions,Free Kick,Yes,19,On Target,0.18,2,No,Set Piece,Left wing inside box,Saved by GK,Yes,2,Through Ball,Yes,Quick Attack,Winger,Middle
1391,252,2018-11-22,2019,19,Maroon Stallions,Corner,Yes,7,Saved by GK,0.51,3,Yes,Fast Break,Central outside box,Saved by GK,Yes,2,None,Yes,Slow Build-up,Striker,Early
1392,252,2018-11-22,2019,83,Maroon Stallions,Free Kick,Yes,10,Goal,0.54,1,Yes,Set Piece,Left wing outside box,Goal,Yes,3,Cross,Yes,Slow Build-up,Midfielder,Late
1393,253,2018-11-27,2019,20,Navy Seals,Corner,Yes,23,Missed,0.16,1,Yes,Fast Break,Central midfield,Turnover,No,-1,Cutback,Yes,Slow Build-up,Midfielder,Early
1394,253,2018-11-27,2019,71,Navy Seals,Corner,Yes,9,Missed,0.67,2,No,Fast Break,Left wing outside box,Turnover,No,-1,Cross,No,Slow Build-up,Winger,Late
1395,253,2018-11-27,2019,54,Navy Seals,Pass Sequence,No,,,0.0,8,No,Fast Break,Left wing midfield,Retained Possession,Yes,1,Cross,Yes,Slow Build-up,Winger,Middle
1396,253,2018-11-27,2019,32,Navy Seals,Pass Sequence,No,,,0.0,6,No,Set Piece,Left wing close to box,Retained Possession,Yes,1,Through Ball,Yes,Quick Attack,Defender,Middle
1397,253,2018-11-27,2019,78,Navy Seals,Corner,Yes,19,Goal,0.16,1,No,Open Play,Left wing inside box,Goal,Yes,3,None,No,Quick Attack,Defender,Late
1398,254,2018-11-29,2019,15,Forest Rangers,Counterattack,Yes,20,On Target,0.14,3,Yes,Open Play,Left wing inside box,Saved by GK,Yes,2,None,Yes,Quick Attack,Winger,Early
1399,254,2018-11-29,2019,51,Forest Rangers,Pass Sequence,No,,,0.0,4,Yes,Open Play,Central inside box,Retained Possession,Yes,1,Cutback,No,Slow Build-up,Defender,Middle
1400,254,2018-11-29,2019,45,Forest Rangers,Counterattack,Yes,27,On Target,0.15,2,Yes,Open Play,Right wing close to box,Saved by GK,Yes,2,Through Ball,Yes,Quick Attack,Midfielder,Middle
1401,254,2018-11-29,2019,3,Forest Rangers,Shot Attempt,Yes,14,Missed,0.38,3,Yes,Fast Break,Left wing close to box,Turnover,No,-1,Cutback,Yes,Slow Build-up,Striker,Early
1402,254,2018-11-29,2019,45,Forest Rangers,Counterattack,Yes,11,Goal,0.11,1,Yes,Fast Break,Left wing close to box,Goal,Yes,3,Cutback,Yes,Quick Attack,Winger,Middle
1403,254,2018-11-29,2019,26,Forest Rangers,Free Kick,Yes,13,Missed,0.12,1,Yes,Fast Break,Central midfield,Turnover,No,-1,Through Ball,Yes,Quick Attack,Defender,Early
1404,255,2018-12-03,2019,78,Thunder FC,Pass Sequence,No,,,0.0,3,No,Open Play,Right wing close to box,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Midfielder,Late
1405,255,2018-12-03,2019,21,Thunder FC,Pass Sequence,No,,,0.0,8,No,Set Piece,Right wing close to box,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Striker,Early
1406,255,2018-12-03,2019,15,Thunder FC,Pass Sequence,No,,,0.0,7,No,Open Play,Left wing inside box,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Striker,Early
1407,255,2018-12-03,2019,58,Thunder FC,Counterattack,Yes,28,On Target,0.15,3,No,Open Play,Left wing outside box,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Midfielder,Middle
1408,255,2018-12-03,2019,56,Thunder FC,Free Kick,Yes,15,Missed,0.26,3,Yes,Set Piece,Right wing close to box,Turnover,No,-1,Cutback,Yes,Quick Attack,Winger,Middle
1409,256,2018-12-06,2019,13,Phoenix United,Pass Sequence,No,,,0.0,5,Yes,Fast Break,Right wing close to box,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Striker,Early
1410,256,2018-12-06,2019,74,Phoenix United,Shot Attempt,Yes,9,Missed,0.58,2,Yes,Open Play,Left wing close to box,Turnover,No,-1,Cross,No,Slow Build-up,Defender,Late
1411,256,2018-12-06,2019,9,Phoenix United,Pass Sequence,No,,,0.0,4,No,Open Play,Left wing close to box,Retained Possession,Yes,1,Through Ball,Yes,Quick Attack,Midfielder,Early
1412,256,2018-12-06,2019,59,Phoenix United,Pass Sequence,No,,,0.0,3,No,Open Play,Central midfield,Retained Possession,Yes,1,Cutback,No,Slow Build-up,Defender,Middle
1413,256,2018-12-06,2019,40,Phoenix United,Counterattack,Yes,11,Goal,0.18,1,Yes,Open Play,Left wing inside box,Goal,Yes,3,Through Ball,Yes,Slow Build-up,Striker,Middle
1414,257,2018-12-07,2019,79,Storm Rovers,Counterattack,Yes,20,Missed,0.27,2,Yes,Open Play,Left wing close to box,Turnover,No,-1,None,No,Quick Attack,Defender,Late
1415,257,2018-12-07,2019,55,Storm Rovers,Corner,Yes,5,Saved by GK,0.47,1,No,Fast Break,Right wing close to box,Goal,No,3,Cutback,No,Slow Build-up,Midfielder,Middle
1416,257,2018-12-07,2019,88,Storm Rovers,Pass Sequence,No,,,0.0,4,No,Open Play,Left wing outside box,Retained Possession,Yes,1,None,Yes,Quick Attack,Winger,Late
1417,257,2018-12-07,2019,52,Storm Rovers,Free Kick,Yes,23,Saved by GK,0.11,2,Yes,Set Piece,Left wing midfield,Retained Possession,Yes,1,Cutback,No,Slow Build-up,Midfielder,Middle
1418,257,2018-12-07,2019,32,Storm Rovers,Shot Attempt,Yes,20,Goal,0.14,2,No,Set Piece,Central inside box,Goal,Yes,3,None,Yes,Quick Attack,Striker,Middle
1419,257,2018-12-07,2019,66,Storm Rovers,Pass Sequence,No,,,0.0,1,Yes,Open Play,Central midfield,Retained Possession,Yes,1,Cross,Yes,Slow Build-up,Defender,Late
1420,258,2018-12-25,2019,12,Eagle City,Free Kick,Yes,10,Saved by GK,0.55,3,Yes,Fast Break,Central outside box,Retained Possession,Yes,1,Through Ball,Yes,Quick Attack,Striker,Early
1421,258,2018-12-25,2019,14,Eagle City,Shot Attempt,Yes,27,Goal,0.12,1,Yes,Set Piece,Left wing midfield,Goal,Yes,3,None,Yes,Quick Attack,Defender,Early
1422,258,2018-12-25,2019,30,Eagle City,Shot Attempt,Yes,7,Goal,0.64,2,No,Fast Break,Right wing inside box,Goal,Yes,3,Through Ball,No,Quick Attack,Defender,Early
1423,258,2018-12-25,2019,23,Eagle City,Pass Sequence,No,,,0.0,4,Yes,Open Play,Left wing close to box,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Winger,Early
1424,258,2018-12-25,2019,58,Eagle City,Free Kick,Yes,27,Saved by GK,0.14,2,Yes,Open Play,Central outside box,Goal,No,3,Cutback,Yes,Quick Attack,Defender,Middle
1425,258,2018-12-25,2019,21,Eagle City,Free Kick,Yes,13,Saved by GK,0.37,2,Yes,Open Play,Right wing outside box,Goal,No,3,Cross,Yes,Slow Build-up,Striker,Early
1426,259,2019-01-04,2019,8,Lightning Athletic,Shot Attempt,Yes,17,Saved by GK,0.23,2,No,Fast Break,Left wing close to box,Goal,No,3,None,Yes,Quick Attack,Defender,Early
1427,259,2019-01-04,2019,76,Lightning Athletic,Free Kick,Yes,26,Saved by GK,0.07,2,Yes,Open Play,Right wing close to box,Retained Possession,Yes,1,Cross,Yes,Slow Build-up,Striker,Late
1428,259,2019-01-04,2019,41,Lightning Athletic,Counterattack,Yes,26,Goal,0.1,1,Yes,Set Piece,Left wing close to box,Goal,Yes,3,None,No,Slow Build-up,Defender,Middle
1429,259,2019-01-04,2019,78,Lightning Athletic,Corner,Yes,20,Missed,0.29,1,No,Fast Break,Left wing midfield,Turnover,No,-1,None,No,Slow Build-up,Winger,Late
1430,259,2019-01-04,2019,14,Lightning Athletic,Free Kick,Yes,17,Goal,0.14,2,No,Open Play,Left wing midfield,Goal,Yes,3,Through Ball,No,Quick Attack,Midfielder,Early
1431,260,2019-01-05,2019,42,Firestorm FC,Free Kick,Yes,10,Missed,0.62,3,No,Fast Break,Left wing close to box,Turnover,No,-1,None,No,Quick Attack,Striker,Middle
1432,260,2019-01-05,2019,34,Firestorm FC,Counterattack,Yes,18,Missed,0.11,2,Yes,Fast Break,Left wing midfield,Turnover,No,-1,Cross,Yes,Quick Attack,Defender,Middle
1433,260,2019-01-05,2019,8,Firestorm FC,Counterattack,Yes,26,Goal,0.14,3,No,Open Play,Right wing midfield,Goal,Yes,3,None,Yes,Slow Build-up,Defender,Early
1434,260,2019-01-05,2019,19,Firestorm FC,Pass Sequence,No,,,0.0,2,No,Open Play,Right wing midfield,Retained Possession,Yes,1,Cutback,Yes,Quick Attack,Defender,Early
1435,260,2019-01-05,2019,34,Firestorm FC,Shot Attempt,Yes,22,Missed,0.07,1,No,Set Piece,Right wing midfield,Turnover,No,-1,Cross,No,Slow Build-up,Defender,Middle
1436,261,2019-01-08,2019,70,Crimson Wolves,Counterattack,Yes,6,Goal,0.48,1,No,Set Piece,Right wing outside box,Goal,Yes,3,Through Ball,Yes,Quick Attack,Midfielder,Late
1437,261,2019-01-08,2019,49,Crimson Wolves,Corner,Yes,7,On Target,0.58,1,Yes,Open Play,Right wing midfield,Saved by GK,Yes,2,Through Ball,No,Quick Attack,Defender,Middle
1438,261,2019-01-08,2019,72,Crimson Wolves,Corner,Yes,9,Saved by GK,0.62,2,No,Fast Break,Right wing close to box,Goal,No,3,Cutback,Yes,Slow Build-up,Midfielder,Late
1439,261,2019-01-08,2019,16,Crimson Wolves,Shot Attempt,Yes,30,Goal,0.17,2,Yes,Set Piece,Central midfield,Goal,Yes,3,None,No,Quick Attack,Midfielder,Early
1440,261,2019-01-08,2019,63,Crimson Wolves,Shot Attempt,Yes,26,Missed,0.1,2,No,Open Play,Left wing midfield,Turnover,No,-1,Through Ball,Yes,Slow Build-up,Striker,Late
1441,262,2019-01-14,2019,90,Golden Lions,Shot Attempt,Yes,24,Saved by GK,0.11,1,No,Fast Break,Central midfield,Goal,No,3,Cutback,No,Slow Build-up,Midfielder,Late
1442,262,2019-01-14,2019,9,Golden Lions,Free Kick,Yes,5,Missed,0.57,1,No,Open Play,Left wing inside box,Turnover,No,-1,Cutback,Yes,Slow Build-up,Winger,Early
1443,262,2019-01-14,2019,70,Golden Lions,Corner,Yes,9,Goal,0.55,3,Yes,Set Piece,Right wing midfield,Goal,Yes,3,Through Ball,Yes,Quick Attack,Defender,Late
1444,262,2019-01-14,2019,18,Golden Lions,Shot Attempt,Yes,17,Saved by GK,0.15,3,No,Fast Break,Left wing close to box,Goal,No,3,Through Ball,Yes,Quick Attack,Striker,Early
1445,262,2019-01-14,2019,39,Golden Lions,Pass Sequence,No,,,0.0,4,Yes,Fast Break,Left wing outside box,Retained Possession,Yes,1,Cutback,Yes,Quick Attack,Defender,Middle
1446,262,2019-01-14,2019,14,Golden Lions,Counterattack,Yes,11,Saved by GK,0.32,1,No,Open Play,Left wing outside box,Goal,No,3,Cutback,No,Quick Attack,Defender,Early
1447,263,2019-02-06,2019,90,Silver Hawks,Pass Sequence,No,,,0.0,3,No,Set Piece,Right wing inside box,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Striker,Late
1448,263,2019-02-06,2019,79,Silver Hawks,Pass Sequence,No,,,0.0,7,No,Fast Break,Central inside box,Retained Possession,Yes,1,Cross,No,Slow Build-up,Striker,Late
1449,263,2019-02-06,2019,73,Silver Hawks,Free Kick,Yes,17,Goal,0.24,3,No,Fast Break,Central outside box,Goal,Yes,3,Cross,No,Quick Attack,Striker,Late
1450,263,2019-02-06,2019,52,Silver Hawks,Free Kick,Yes,22,Missed,0.06,1,No,Set Piece,Central midfield,Turnover,No,-1,None,Yes,Slow Build-up,Midfielder,Middle
1451,263,2019-02-06,2019,51,Silver Hawks,Free Kick,Yes,13,Saved by GK,0.28,3,Yes,Fast Break,Left wing close to box,Saved by GK,Yes,2,Through Ball,No,Slow Build-up,Winger,Middle
1452,263,2019-02-06,2019,89,Silver Hawks,Pass Sequence,No,,,0.0,6,No,Fast Break,Right wing inside box,Retained Possession,Yes,1,Cutback,Yes,Quick Attack,Striker,Late
1453,264,2019-02-09,2019,77,Blue Sharks,Counterattack,Yes,6,Saved by GK,0.7,1,No,Fast Break,Central inside box,Retained Possession,Yes,1,None,Yes,Slow Build-up,Striker,Late
1454,264,2019-02-09,2019,55,Blue Sharks,Pass Sequence,No,,,0.0,4,No,Open Play,Central midfield,Retained Possession,Yes,1,Cutback,Yes,Slow Build-up,Midfielder,Middle
1455,264,2019-02-09,2019,13,Blue Sharks,Corner,Yes,23,On Target,0.1,3,Yes,Set Piece,Left wing midfield,Saved by GK,Yes,2,None,Yes,Quick Attack,Winger,Early
1456,264,2019-02-09,2019,18,Blue Sharks,Shot Attempt,Yes,21,On Target,0.08,2,No,Set Piece,Right wing close to box,Saved by GK,Yes,2,Cutback,No,Slow Build-up,Defender,Early
1457,264,2019-02-09,2019,53,Blue Sharks,Pass Sequence,No,,,0.0,6,No,Set Piece,Left wing inside box,Retained Possession,Yes,1,None,No,Slow Build-up,Defender,Middle
1458,265,2019-02-17,2019,63,Green Dragons,Free Kick,Yes,15,Goal,0.27,2,No,Open Play,Left wing outside box,Goal,Yes,3,None,No,Quick Attack,Midfielder,Late
1459,265,2019-02-17,2019,48,Green Dragons,Shot Attempt,Yes,30,Saved by GK,0.18,1,Yes,Set Piece,Right wing outside box,Retained Possession,Yes,1,None,Yes,Slow Build-up,Winger,Middle
1460,265,2019-02-17,2019,78,Green Dragons,Corner,Yes,16,Missed,0.38,1,No,Open Play,Left wing inside box,Turnover,No,-1,None,Yes,Quick Attack,Winger,Late
1461,265,2019-02-17,2019,24,Green Dragons,Free Kick,Yes,18,Saved by GK,0.31,2,No,Set Piece,Left wing inside box,Retained Possession,Yes,1,None,No,Quick Attack,Striker,Early
1462,265,2019-02-17,2019,11,Green Dragons,Counterattack,Yes,13,Goal,0.13,3,No,Fast Break,Right wing midfield,Goal,Yes,3,Through Ball,Yes,Quick Attack,Striker,Early
1463,265,2019-02-17,2019,14,Green Dragons,Free Kick,Yes,23,Saved by GK,0.12,2,Yes,Open Play,Central outside box,Turnover,No,-1,Cutback,No,Quick Attack,Winger,Early
1464,266,2019-02-23,2019,18,Purple Panthers,Free Kick,Yes,30,On Target,0.18,3,No,Open Play,Left wing inside box,Saved by GK,Yes,2,None,Yes,Quick Attack,Midfielder,Early
1465,266,2019-02-23,2019,68,Purple Panthers,Shot Attempt,Yes,12,Saved by GK,0.2,2,No,Fast Break,Left wing close to box,Saved by GK,Yes,2,None,No,Slow Build-up,Midfielder,Late
1466,266,2019-02-23,2019,48,Purple Panthers,Shot Attempt,Yes,21,Missed,0.1,1,Yes,Fast Break,Right wing outside box,Turnover,No,-1,Cutback,No,Slow Build-up,Striker,Middle
1467,266,2019-02-23,2019,5,Purple Panthers,Free Kick,Yes,13,On Target,0.3,2,No,Set Piece,Left wing inside box,Saved by GK,Yes,2,Cross,Yes,Quick Attack,Midfielder,Early
1468,266,2019-02-23,2019,25,Purple Panthers,Counterattack,Yes,27,Saved by GK,0.09,3,No,Fast Break,Left wing close to box,Goal,No,3,Through Ball,No,Slow Build-up,Midfielder,Early
1469,266,2019-02-23,2019,32,Purple Panthers,Shot Attempt,Yes,25,Missed,0.12,1,Yes,Fast Break,Right wing midfield,Turnover,No,-1,Through Ball,Yes,Quick Attack,Defender,Middle
1470,267,2019-02-25,2019,2,Orange Tigers,Corner,Yes,6,Goal,0.58,2,Yes,Open Play,Right wing inside box,Goal,Yes,3,Cutback,Yes,Quick Attack,Defender,Early
1471,267,2019-02-25,2019,78,Orange Tigers,Counterattack,Yes,15,Missed,0.18,1,No,Open Play,Right wing inside box,Turnover,No,-1,None,Yes,Quick Attack,Striker,Late
1472,267,2019-02-25,2019,51,Orange Tigers,Free Kick,Yes,20,On Target,0.25,1,No,Set Piece,Left wing inside box,Saved by GK,Yes,2,Cutback,No,Slow Build-up,Winger,Middle
1473,267,2019-02-25,2019,34,Orange Tigers,Shot Attempt,Yes,18,Goal,0.35,1,No,Fast Break,Central outside box,Goal,Yes,3,Through Ball,Yes,Slow Build-up,Striker,Middle
1474,267,2019-02-25,2019,2,Orange Tigers,Shot Attempt,Yes,12,Goal,0.14,2,No,Fast Break,Central midfield,Goal,Yes,3,Through Ball,Yes,Quick Attack,Winger,Early
1475,267,2019-02-25,2019,41,Orange Tigers,Free Kick,Yes,23,Missed,0.18,1,No,Set Piece,Right wing close to box,Turnover,No,-1,Cross,No,Slow Build-up,Midfielder,Middle
1476,268,2019-02-27,2019,12,Red Bulls,Corner,Yes,22,Saved by GK,0.16,1,No,Open Play,Left wing outside box,Turnover,No,-1,Through Ball,Yes,Quick Attack,Midfielder,Early
1477,268,2019-02-27,2019,73,Red Bulls,Pass Sequence,No,,,0.0,3,Yes,Fast Break,Right wing close to box,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Midfielder,Late
1478,268,2019-02-27,2019,73,Red Bulls,Counterattack,Yes,10,Goal,0.61,3,Yes,Open Play,Left wing inside box,Goal,Yes,3,None,Yes,Quick Attack,Striker,Late
1479,268,2019-02-27,2019,24,Red Bulls,Counterattack,Yes,10,Goal,0.4,3,No,Set Piece,Central midfield,Goal,Yes,3,Through Ball,Yes,Quick Attack,Striker,Early
1480,268,2019-02-27,2019,66,Red Bulls,Corner,Yes,26,Saved by GK,0.16,1,Yes,Fast Break,Central outside box,Retained Possession,Yes,1,Cross,No,Slow Build-up,Striker,Late
1481,269,2019-03-11,2019,8,Black Knights,Counterattack,Yes,22,On Target,0.19,3,Yes,Fast Break,Central outside box,Saved by GK,Yes,2,None,No,Slow Build-up,Defender,Early
